unique_sciname,unique_common_name,genus_name,species_name
cornus  species,hedge maple,cornus,species
acer platanoides ,maple,acer,platanoides
prunus maackii,amur chokecherry,prunus,maackii
ulmus x frontier,frontier elm,ulmus,frontier
alnus rugosa,speckled alder,alnus,rugosa
conifer evergreen medium other,conifer evergreen medium,conifer,evergreen
pinus  species,pine,pinus,species
platanus x acerfolia exclamation ,exclamation plane tree,platanus,acerfolia
ulmus x triumph,triumph elm,ulmus,triumph
gymnocladus dioicus ,kentucky coffeetree ,gymnocladus,dioicus
ulmus x pioneer,pioneer elm,ulmus,pioneer
gleditsia triacanthos var. inermis ,street keeper honey locust,gleditsia,triacanthos
fraxinus caroliniana,carolina blue ash,fraxinus,caroliniana
fraxinus pennsylvanica species,ash species,fraxinus,pennsylvanica
malus ,prairifire crab apple,NA,NA
gleditsia tricanthos ,prairie silk honey locust,gleditsia,tricanthos
acer tatarian,tatarian maple,acer,tatarian
acer tataricum ,rugged charm tartarian maple,acer,tataricum
acer saccharum ,fall fiesta sugar maple,acer,saccharum
acer truncatum x acer platanoides ,pacific sunset maple,acer,truncatum
acer rubrum ,bowhall red maple,acer,rubrum
acer saccharum ,apollo sugar maple,acer,saccharum
amelanchier arborea ,autumn blaze serviceberry,amelanchier,arborea
malus ,crabapple harvest gold,NA,NA
tilia cordata ,corinthian littleleaf linden,tilia,cordata
acer truncatum x acer platanoides ,norwegian sunset maple,acer,truncatum
acer rubrum ,october glory red maple,acer,rubrum
acer truncatum x platanoides ,crimson sunset maple,acer,truncatum
malus pumila,paradise apple,malus,pumila
chamaecyparis nootkatensis ,weekping nootka false cypress,chamaecyparis,nootkatensis
populus nigra,black poplar,populus,nigra
acer ginnala ,amur maple ,acer,ginnala
conifer evergreen small other,conifer evergreen small,conifer,evergreen
gleditsia triacanthos,skyline,gleditsia,triacanthos
fraxinus nigra,fall gold,fraxinus,nigra
acer saccharinum,montréal,acer,saccharinum
acer platanoides,emerald queen,acer,platanoides
thuja occidentalis,nigra,thuja,occidentalis
acer saccharinum,pyramidalis,acer,saccharinum
acer platanoides,deborah,acer,platanoides
picea pungens,hoopsii,picea,pungens
thuja occidentalis,smaragd,thuja,occidentalis
pinus nigra,austriaca,pinus,nigra
salix alba,tristis,salix,alba
populus canescens,tower,populus,canescens
pyrus calleryana,glen,pyrus,calleryana
quercus x warei,regal prince,quercus,warei
acer platanoides,columnarbroad,acer,platanoides
salix matsudana,tortuosa,salix,matsudana
acer platanoides,columnare,acer,platanoides
fraxinus pennsylvanica,summit,fraxinus,pennsylvanica
ulmus davidiana,discovery,ulmus,davidiana
acer platanoides,superform,acer,platanoides
malus x,profusion,NA,NA
malus x,royalty,NA,NA
fraxinus americana,kleinberg,fraxinus,americana
malus baccata,columnaris,malus,baccata
picea pungens,fat albert,picea,pungens
pinus strobus,fastigiata,pinus,strobus
acer saccharinum,silver queen,acer,saccharinum
fraxinus pennsylvanica,patmore,fraxinus,pennsylvanica
acer x freemanii,autumn blaze,acer,freemanii
pseudostuga menziesii,glauca,pseudostuga,menziesii
gleditsia triacanthos,shademaster,gleditsia,triacanthos
ulmus x,morton,NA,NA
acer platanoides,crimson sentry,acer,platanoides
ulmus x hollandica,pioneer,ulmus,hollandica
liquidambar styraciflua,moraine,liquidambar,styraciflua
prunus virginiana,canada red,prunus,virginiana
quercus robur,fastigiata,quercus,robur
tilia americana,redmond,tilia,americana
malus x,robinson,NA,NA
malus x,indian magic,NA,NA
acer platanoides,royal red,acer,platanoides
gleditsia triacanthos,sunburst,gleditsia,triacanthos
ginkgo biloba,princeton sentry,ginkgo,biloba
ulmus x,homestead,NA,NA
ginkgo biloba,autumn gold,ginkgo,biloba
populus deltoides,siouxland,populus,deltoides
tilia x mongolica,harvest gold,tilia,mongolica
acer rubrum,armstrong,acer,rubrum
crataegus x mordenensis,toba,crataegus,mordenensis
fraxinus americana,autumn purple,fraxinus,americana
malus x,madonna,NA,NA
picea pungens,glauca,picea,pungens
fraxinus pennsylvanica,marshall seedless,fraxinus,pennsylvanica
fraxinus americana,manitou,fraxinus,americana
tilia cordata,corzam,tilia,cordata
acer saccharinum,laciniatum,acer,saccharinum
acer saccharum,green mountain,acer,saccharum
malus x,rosseau,NA,NA
acer platanoides,princeton gold,acer,platanoides
tilia cordata,greenspire,tilia,cordata
tilia cordata,sheridan,tilia,cordata
tilia tomentosa,sterling,tilia,tomentosa
betula nigra,heritage,betula,nigra
pinus mugo,tannenbaum,pinus,mugo
acer miyabei,morton,acer,miyabei
ulmus wilsoniana,prospector,ulmus,wilsoniana
ulmus americana,valley forge,ulmus,americana
gleditsia triacanthos,imperial,gleditsia,triacanthos
thuja occidentalis,fastigiata,thuja,occidentalis
acer platanoides,crimson king,acer,platanoides
amelanchier x grandiflora,autumn brillance,amelanchier,grandiflora
aesculus hippocastanum,baumanii,aesculus,hippocastanum
amelanchier c.,rainbow pillar,NA,NA
amelanchier g.,princess diana,NA,NA
malus x,snowdrift,NA,NA
ulmus americana,new harmony,ulmus,americana
malus x,makamik,NA,NA
acer rubrum,morgan,acer,rubrum
tilia x europaea,wratislaviensis,tilia,europaea
ulmus x,frontier,NA,NA
malus x,spring snow,NA,NA
acer platanoides,globosum,acer,platanoides
malus x domestica,belmac,malus,domestica
malus x domestica,freedom,malus,domestica
pyrus communis,savignac,pyrus,communis
prunus x,stella,NA,NA
pyrus communis,patten,pyrus,communis
tilia x europea,euchlora,tilia,europea
picea pungens colso,,picea,pungens
tilia cordata,glenleven,tilia,cordata
betula pendula,gracilis,betula,pendula
malus x,radiant,NA,NA
acer saccharum,temple upright,acer,saccharum
acer x freemanii,armstrong,acer,freemanii
platanus x a.,,NA,NA
acer platanoides,emerald lustre,acer,platanoides
picea abies,cupressina,picea,abies
acer rubrum,columnare,acer,rubrum
prunus virginiana,schubert,prunus,virginiana
amelanchier laevis,spring flurry,amelanchier,laevis
malus x,almey,NA,NA
acer platanoides,summershade,acer,platanoides
quercus robur,crimson spire,quercus,robur
acer nigrum,green column,acer,nigrum
populus alba,pyramidalis,populus,alba
ulmus x,morton plainsman,NA,NA
acer x freemanii,marmo,acer,freemanii
crataegus x mordenensis,snowbird,crataegus,mordenensis
acer rubrum,northwood,acer,rubrum
acer rubrum,red rocket,acer,rubrum
populus nigra,thevestina,populus,nigra
ulmus x,morton glossy,NA,NA
pinus parvifolia,glauca,pinus,parvifolia
gleditsia triacanthos,street keeper,gleditsia,triacanthos
pyrus ussuriensis,prairie gem,pyrus,ussuriensis
acer rubrum,brandywine,acer,rubrum
acer platanoides,jade glen,acer,platanoides
acer x freemanii,firefall,acer,freemanii
ulmus x,morton stalwart,NA,NA
acer grandidentatum,rocky mountain glow,acer,grandidentatum
malus x,prairifire,NA,NA
gleditsia triacanthos,spectrum,gleditsia,triacanthos
ulmus x,patriots,NA,NA
malus x,jefspire,NA,NA
phellodendron amurensis,macho,phellodendron,amurensis
acer ginnala,ruby slippers,acer,ginnala
gleditsia triacanthos,northern acclaim,gleditsia,triacanthos
tilia tomentosa,satin shadow,tilia,tomentosa
malus baccata,rosthern,malus,baccata
malus x adstringens,durleo,malus,adstringens
celtis occidentalis,prairie sentinel,celtis,occidentalis
acer x freemanii,autumn fantasy,acer,freemanii
acer x freemanii,celebration,acer,freemanii
acer saccharinum,wierie,acer,saccharinum
tilia cordata,ronald,tilia,cordata
prunus armeniaca,scout,prunus,armeniaca
malus x,royal raindrops,NA,NA
malus x,thunderchild,NA,NA
malus x,dolgo,NA,NA
phellodendron amurensis,his majesty,phellodendron,amurensis
acer x freemanii,morgan,acer,freemanii
prunus maakii,jefspur,prunus,maakii
malux x,,NA,NA
malus x,jefgreen,NA,NA
acer rubrum,armstong gold,acer,rubrum
ulmus americana,brandon,ulmus,americana
ulmus americana,princeton,ulmus,americana
acer ginnala,flame,acer,ginnala
larix kaempferi jacobse,,larix,kaempferi
phellodendron l.,longenecker,NA,NA
populus tremula,erecta,populus,tremula
amelanchier laevis,lustre,amelanchier,laevis
fagus sylvatica,purpurea,fagus,sylvatica
acer saccharinum,lutescens,acer,saccharinum
betula platyphylla,dakota pinnacle,betula,platyphylla
malus x,adirondack,NA,NA
juniperus virginiana,skyrocket,juniperus,virginiana
juniperus scopulorum,wichita blue,juniperus,scopulorum
ginkgo biloba,fastigiata,ginkgo,biloba
picea pungens,koster,picea,pungens
larix decidua,pendula,larix,decidua
gleditsia triacanthos,halka,gleditsia,triacanthos
malus prunifolia,rinki,malus,prunifolia
acer rubrum,red sunset,acer,rubrum
cercis canadensis,forest pansy,cercis,canadensis
ulmus x,sapporo autumn gold,NA,NA
acer platanoides,schwedleri,acer,platanoides
populus x canadensis,erecta,populus,canadensis
betula p.,,NA,NA
acer saccharum,apollo,acer,saccharum
pyrus ussuriensis,mountain frost,pyrus,ussuriensis
acer negundo,kelly,acer,negundo
syringa reticulata,golden eclipse,syringa,reticulata
ulmus pumila,park royal,ulmus,pumila
pyrus calleryana,autumn blaze,pyrus,calleryana
acer saccharum,legacy,acer,saccharum
acer tataricum,garann,acer,tataricum
prunus x yedoensis,akebono,prunus,yedoensis
cercidiphyllum japonicum,red fox,cercidiphyllum,japonicum
gleditsia triacanthos,rubylace,gleditsia,triacanthos
acer rubrum,october glory,acer,rubrum
quercus palustris,green pillar,quercus,palustris
elaeagnus angustifolia,velvet touch,elaeagnus,angustifolia
ulmus x,cathedral,NA,NA
acer pseudoplatanus,regal petticoat,acer,pseudoplatanus
malus x,harvest gold,NA,NA
gymnocladus dioicus,espresso,gymnocladus,dioicus
sorbus thuringiaca,fastigiata,sorbus,thuringiaca
thuja occidentalis,pyramidalis,thuja,occidentalis
malus x,rudolph,NA,NA
acer x freemanii,scarlet sentinel,acer,freemanii
populus alba,nivea,populus,alba
acer freemanii,amstrong gold,acer,freemanii
sorbus aucuparia,rossica,sorbus,aucuparia
fraxinus excelsior,hessei,fraxinus,excelsior
fraxinus pennsylvanica,aucubifolia,fraxinus,pennsylvanica
fraxinus excelsior,diversifolia,fraxinus,excelsior
fraxinus pennsylvanica,harlequin,fraxinus,pennsylvanica
fraxinus pennsylvanica,warverley,fraxinus,pennsylvanica
fraxinus americana,juglandifolia,fraxinus,americana
fraxinus excelsior,doorenbos,fraxinus,excelsior
fraxinus angustifolia,raywood,fraxinus,angustifolia
fraxinus excelsior,kimberly,fraxinus,excelsior
fraxinus excelsior,eureka,fraxinus,excelsior
fraxinus excelsior,aurefolia,fraxinus,excelsior
fraxinus pennsylvanica,subintergerrima,fraxinus,pennsylvanica
robinia pseudoacacia,purple robe,robinia,pseudoacacia
malus x,selkirk,NA,NA
malus x,maypole,NA,NA
catalpa bignonioides,nana,catalpa,bignonioides
acer platanoides,drummondii,acer,platanoides
prunus avium,lapins,prunus,avium
taxodium distichum,mickelson,taxodium,distichum
magnolia stellata,royal star,magnolia,stellata
thuya occidentalis degroo,,thuya,occidentalis
tilia americana,boulevard,tilia,americana
carpinus betulus,fastigiata,carpinus,betulus
alnus glutinosa,imperialis,alnus,glutinosa
acer rubrum,bowhall,acer,rubrum
maackia amurensis,summertime,maackia,amurensis
pinus nigra,arnold sentinel,pinus,nigra
malus domestica,redfree,malus,domestica
prunus cerasus,meteor,prunus,cerasus
aesculus carnea,briotii,aesculus,carnea
betula papyrifera,renaissance reflection,betula,papyrifera
prunus salicina,ptitsin,prunus,salicina
prunus sub. syriaca,compass,prunus,sub
prunus avium,bing,prunus,avium
malus x,golden raindrops,NA,NA
salix pentendra,,salix,pentendra
zelkova serrata,green vase,zelkova,serrata
amelanchier x grandiflora,robin hill,amelanchier,grandiflora
carpinus betulus,frans fontaine,carpinus,betulus
picea pungens,bakeri,picea,pungens
malus baccata,mandshurica,malus,baccata
chamaecyparis nootkatensis,aurea,chamaecyparis,nootkatensis
malus x,hopa,NA,NA
fraxinus americana,skyline,fraxinus,americana
amelanchier x grandiflora,ballerina,amelanchier,grandiflora
sorbus aucuparia,cardinal royal,sorbus,aucuparia
fagus sylvatica,dawyck purple,fagus,sylvatica
fagus sylvatica,dawyck green,fagus,sylvatica
robinia pseudoacacia,frisia,robinia,pseudoacacia
fagus sylvatica,red obelisk,fagus,sylvatica
pinus sylvestris,fastigiata,pinus,sylvestris
morus alba,pendula,morus,alba
malus ioensis,plena,malus,ioensis
acer rubrum,autumn flame,acer,rubrum
ginkgo biloba,golden colonnade,ginkgo,biloba
betula pendula,fastigiata,betula,pendula
prunus fructicosa xcerasus,crimson passion,prunus,fructicosa
pyrus pyrifolia,shinseiki,pyrus,pyrifolia
prunus salicina,early golden,prunus,salicina
acer freemanii,sienna,acer,freemanii
betula pendula,tristis,betula,pendula
prunus cerasus,north star,prunus,cerasus
malus domestica,rouville,malus,domestica
malus x,winter gold,NA,NA
prunus padus,colorata,prunus,padus
prunus padus,commutata,prunus,padus
taxus cuspidata,capitata,taxus,cuspidata
thuja occidentalis,sunkist,thuja,occidentalis
malus x,indian summer,NA,NA
acer x freemanii,sienna glen,acer,freemanii
malus domestica,empire,malus,domestica
ulmus americana,jefferson,ulmus,americana
prunus domestica,mirabelle,prunus,domestica
fraxinus americana,northern blaze,fraxinus,americana
thuja occidentalis,spiralis,thuja,occidentalis
ulmus glabra,camperdownii,ulmus,glabra
acer x,pacific sunset,NA,NA
tilia tomentosa,brabant,tilia,tomentosa
ulmus x hollandica,groeneveld,ulmus,hollandica
acer saccharum,endowment,acer,saccharum
acer negundo,baron,acer,negundo
pseudotsuga menziesii,pendula,pseudotsuga,menziesii
populus x canadensis,eugenii,populus,canadensis
magnolia x loebneri,leonard messel,magnolia,loebneri
populus nigra,italica,populus,nigra
malus x,pink spires,NA,NA
magnolia x,daybreak,NA,NA
magnolia x,sunburst,NA,NA
magnolia x,galaxy,NA,NA
crataegus laevigata,crimson cloud,crataegus,laevigata
picea glauca,pendula,picea,glauca
ginkgo biloba,pendula,ginkgo,biloba
fagus sylvatica,purpurea pendula,fagus,sylvatica
fraxinus pennsylvanica,prairies spires,fraxinus,pennsylvanica
salix x,prairie cascade,NA,NA
malus x,maybride,NA,NA
prunus cerasifera,newport,prunus,cerasifera
malus x,purple wave,NA,NA
thuya occidentalis,wareana,thuya,occidentalis
thuya occidentalis,brandon gold,thuya,occidentalis
gleditsia triacanthos,elegantissima,gleditsia,triacanthos
malus baccata,jackii,malus,baccata
populus alba,bolleana,populus,alba
picea pungens,engelm,picea,pungens
salix babylonica,crispa,salix,babylonica
malus baccata,erecta,malus,baccata
populus x canadensis,prairie sky,populus,canadensis
malus,royal splendor,NA,NA
acer rubrum,autumn radiance,acer,rubrum
tilia cordata,morden,tilia,cordata
gleditsia triacanthos,fairview,gleditsia,triacanthos
gleditsia triacanthos,prairie silk,gleditsia,triacanthos
acer rubrum,scanlon,acer,rubrum
malus,adams,NA,NA
malus x,red jade,NA,NA
acer sacccharum,columnare,acer,sacccharum
acer rubrum,pyramidal,acer,rubrum
aesculus x carnea,fort mcnair,aesculus,carnea
fraxinus pennsylvanica,superform,fraxinus,pennsylvanica
malus x,scarlet,NA,NA
picea pungens,pendula,picea,pungens
gleditsia triacanthos,moraine,gleditsia,triacanthos
amelanchier canadensis,ballerina,amelanchier,canadensis
gymnocladus dioicus,stately manor,gymnocladus,dioicus
malus x,white splendor,NA,NA
acer saccharum,unity,acer,saccharum
malus x,red splendor,NA,NA
malus x,red jewel,NA,NA
malus x,sugar tyme,NA,NA
acer ginnala,betzam,acer,ginnala
malus x,snowcloud,NA,NA
populus x canadensis,serotina,populus,canadensis
amelanchier laevis,cumulus,amelanchier,laevis
fagus grandifolia,purple fountain,fagus,grandifolia
malus x,jeflite,NA,NA
acer x freemanii,bailston,acer,freemanii
prunus serrulata,kwanzan,prunus,serrulata
malus x,strathmore,NA,NA
sorbus aucuparia,rosedale,sorbus,aucuparia
acer platanoides,fairview,acer,platanoides
populus simonii,fastigiata,populus,simonii
prunus domestica,damas,prunus,domestica
